ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
-37,760,155,8,6,9,180,4,JFK,ATL
18,1183,229,1,17,19,229,4,LGA,MSY
53,2248,352,7,19,22,180,2,JFK,LAS
16,697,125,2,20,22,67,5,SJC,SEA
22,944,168,1,21,0,180,5,JFK,MCO
9,396,85,5,11,12,5,3,LRD,DFW
1,1197,174,12,10,13,60,4,PBI,BOS
10,692,111,8,13,16,378,3,DEN,CID
26,1012,170,1,18,20,124,4,TPA,ORD
-9,325,65,5,18,19,90,2,OAK,BUR
-2,151,65,1,8,10,2,6,HSV,ATL
111,867,161,6,20,22,172,7,BOS,ORD
15,282,71,5,17,18,33,6,OMA,MSP
-6,425,99,4,12,13,61,5,CLE,JFK
82,488,112,2,12,14,181,7,DTW,EWR
160,1303,211,1,17,19,260,4,IAH,SAN
1,472,96,6,6,7,33,1,OMA,DEN
-14,130,60,3,17,18,48,5,RDU,CLT
14,641,128,7,17,18,438,5,DFW,DEN
1,270,63,11,8,9,581,2,ATL,JAX
-21,69,30,4,20,21,3,6,MEI,PIB
-15,771,147,11,6,8,16,1,TYS,IAH
-2,925,170,7,6,9,260,5,IAH,ORD
58,210,65,7,18,19,34,2,PIT,BWI
24,361,85,4,19,20,185,2,BWI,CLT
155,1085,194,12,14,17,124,2,MIA,EWR
47,985,155,5,11,14,438,5,DFW,MCO
76,1464,236,4,17,19,438,7,DFW,SFO
120,1608,250,6,1,5,40,3,SJU,EWR
-14,931,151,4,15,18,438,6,DFW,GRR
156,944,177,2,17,20,180,1,JFK,MCO
40,641,124,12,18,19,438,2,DFW,DEN
-3,692,129,11,10,11,581,7,ATL,MCI
92,558,106,10,20,21,10,6,14869,13891
2,239,60,9,15,16,116,7,HOU,DAL
8,594,118,10,11,12,47,4,10397,13303
-14,118,61,5,20,20,3,5,MKG,ORD
19,733,153,6,9,10,229,7,LGA,ORD
-13,950,174,4,19,22,229,2,LGA,MCO
248,1182,195,3,21,23,118,6,FLL,ORD
-20,2586,340,8,13,22,240,5,SFO,JFK
20,602,118,8,11,12,378,7,DEN,PHX
3,273,82,6,22,23,180,5,JFK,PWM
44,867,169,10,15,17,15,4,10721,13930
15,184,82,11,7,8,172,1,BOS,LGA
-1,746,139,6,10,13,217,3,EWR,ATL
25,158,54,12,17,18,10,1,FAT,SFO
71,262,71,11,22,23,240,7,SFO,SBA
67,529,106,8,20,21,179,1,CLT,EWR
-29,733,160,10,9,10,13,5,12953,13930
298,2475,385,3,17,20,180,7,JFK,LAX
22,197,65,7,16,17,29,4,ONT,LAS
21,1452,204,4,23,4,378,4,DEN,IAD
-9,436,84,8,22,23,121,3,SLC,MSO
3,1246,200,5,10,12,120,2,DAL,LAX
133,451,80,5,12,13,366,1,LAX,TUS
37,674,106,9,19,22,60,7,MSY,FLL
-17,1440,212,6,7,12,196,2,PHX,ORD
-15,977,165,7,20,21,37,3,IND,DEN
35,1199,191,7,13,15,581,4,ATL,DEN
39,460,85,1,17,18,120,1,DAL,MCI
40,423,85,6,7,8,33,4,OMA,MDW
7,1927,261,8,6,12,121,5,SLC,PHL
21,922,145,5,15,18,438,4,DFW,CAE
224,213,84,8,12,13,118,7,DCA,JFK
347,1023,170,3,14,17,60,1,PBI,EWR
22,192,66,4,19,20,214,4,MCO,MIA
-3,1027,170,8,7,9,5,7,PWM,ATL
19,1744,253,7,6,8,578,5,ORD,LAX
36,1598,235,12,22,1,40,5,SJU,JFK
-20,542,107,3,11,13,16,1,ICT,IAH
161,292,95,7,15,16,27,4,RIC,LGA
19,1055,152,5,20,1,266,2,LAS,DFW
20,1069,186,2,13,16,180,4,JFK,FLL
19,643,117,4,19,21,260,6,IAH,MCI
262,493,105,1,16,19,10,4,FAT,PHX
-5,882,150,1,11,12,214,1,MCO,STL
22,837,155,2,14,17,60,4,MSY,ORD
32,844,167,2,18,20,37,1,IND,IAH
15,853,149,4,12,14,438,3,DFW,MKE
-2,1694,260,7,15,17,52,5,MKE,SEA
-18,764,135,1,6,9,73,4,BNA,LGA
39,1237,191,8,19,22,172,7,BOS,FLL
30,1444,220,7,17,19,184,2,MDW,PHX
70,507,95,4,11,13,196,5,PHX,SLC
6,399,84,4,11,12,118,1,DCA,BOS
33,627,112,6,19,22,378,4,DEN,FAR
54,1679,217,12,23,5,378,1,DEN,PBI
6,1468,200,8,12,17,90,1,OAK,DAL
0,468,99,6,14,16,179,3,CLT,MCO
-4,333,65,8,10,11,29,5,ONT,SJC
90,258,76,3,6,7,578,4,ORD,STL
-17,689,137,4,12,13,581,5,ATL,IAH
110,1092,205,3,20,22,217,1,EWR,MCI
4,1773,266,9,9,11,179,2,CLT,PHX
-4,846,134,10,15,19,5,4,14908,11292
-12,632,118,8,7,8,181,4,DTW,BOS
-6,507,100,12,7,8,121,6,SLC,PHX
-13,1120,185,7,12,14,45,6,RSW,ORD
23,691,117,2,20,22,438,3,DFW,MLI
-15,1197,179,7,5,8,578,4,ORD,MIA
15,2434,324,10,7,15,5,5,14908,11618
-10,2296,345,11,20,23,179,2,CLT,SFO
39,693,137,2,8,11,578,2,ORD,OKC
-7,1235,204,11,8,9,438,3,DFW,LAX
-5,191,66,7,6,8,40,2,SAT,IAH
49,391,75,6,21,22,366,1,LAX,RNO
15,674,120,5,8,9,581,1,ATL,TUL
-22,1024,162,8,7,10,182,1,SEA,DEN
25,2465,371,6,18,21,180,6,JFK,LGB
3,2611,330,6,14,23,366,2,LAX,BOS
-3,728,139,6,12,15,172,1,BOS,CLT
43,1076,176,6,11,14,118,3,FLL,LGA
49,1744,278,7,18,21,578,5,ORD,LAX
24,240,65,1,9,9,581,1,ATL,ECP
23,612,138,3,16,18,118,7,DCA,ORD
16,239,65,2,18,19,120,2,DAL,HOU
0,2248,289,12,11,19,266,6,LAS,JFK
0,565,104,4,6,8,10,5,PIA,ATL
26,980,170,11,20,22,127,5,PHL,MSP
-20,932,155,9,11,13,118,3,FLL,CVG
-14,341,83,9,9,11,22,5,JAN,ATL
-18,927,145,5,6,8,61,6,CLE,TPA
73,332,72,8,10,11,181,3,DTW,ELM
15,451,81,1,15,18,366,6,LAX,TUS
-10,1824,275,10,16,17,5,7,11042,12889
-22,1235,188,12,12,17,366,5,LAX,DFW
35,177,57,6,20,21,118,3,FLL,MCO
28,2342,335,7,18,21,124,7,MIA,LAX
-9,1262,200,6,8,10,29,1,MEM,SLC
-10,2611,320,1,21,6,366,5,LAX,BOS
-8,946,168,5,8,11,172,3,BOS,ATL
5,526,102,12,15,17,581,4,ATL,PIT
-15,563,102,6,9,11,61,4,CLE,BOS
-7,1024,155,12,15,19,182,4,SEA,DEN
81,740,155,6,18,22,578,6,ORD,JFK
-1,1979,270,9,9,16,366,7,LAX,DTW
18,946,170,2,17,20,185,1,BWI,MIA
4,247,68,3,13,14,438,6,DFW,SAT
44,632,114,1,21,23,181,7,DTW,BOS
-16,158,68,4,13,14,10,4,FAT,SFO
46,2846,402,6,15,19,578,4,ORD,ANC
-9,501,99,10,16,19,1,1,11638,14869
54,280,84,4,21,22,127,1,PHL,BOS
143,337,70,5,18,19,90,1,OAK,LAX
32,1108,155,2,14,17,120,3,DAL,FLL
-5,1947,275,7,9,16,366,4,LAX,ATL
0,476,99,6,7,9,24,2,BDL,CLE
165,1546,232,7,14,16,214,3,MCO,DEN
-23,607,139,1,16,18,13,6,SYR,ORD
29,1609,253,5,21,23,260,4,IAH,SMF
7,2173,335,2,18,21,118,7,FLL,LAS
-21,738,135,4,10,13,52,4,MKE,LGA
49,302,60,4,21,22,116,5,HOU,MSY
3,481,105,3,16,18,27,2,RIC,ATL
-5,1590,240,5,15,16,37,5,IND,LAS
6,771,133,7,6,7,16,4,TYS,IAH
54,957,154,3,14,16,181,2,DTW,MCO
14,758,129,8,20,22,214,5,MCO,IAD
42,308,77,8,21,23,366,2,LAX,SJC
4,405,80,9,15,17,68,1,MCI,MDW
64,425,87,5,20,21,181,3,DTW,ABE
17,900,155,10,15,17,12,7,11433,13851
-17,811,133,2,9,11,124,3,TPA,IAD
-28,920,180,1,10,12,179,6,CLT,HOU
46,551,113,3,20,21,581,5,ATL,SHV
99,781,125,8,13,16,116,4,HOU,TPA
106,337,75,12,20,22,366,4,LAX,SFO
7,192,65,12,13,15,11,2,SHV,IAH
50,405,85,8,18,19,184,4,MDW,MCI
-10,621,105,8,9,11,67,5,SJC,PHX
19,2917,362,6,13,22,68,6,HNL,PHX
-30,1546,240,5,15,17,214,7,MCO,DEN
18,2173,267,11,22,6,266,5,LAS,FLL
-19,507,100,11,9,11,121,3,SLC,PHX
-11,447,90,8,6,7,36,1,CMH,ATL
-25,526,108,7,6,8,34,3,PIT,ATL
56,287,85,2,13,14,14,4,SDF,ORD
32,529,123,6,15,17,217,3,EWR,CLT
80,423,80,6,22,23,184,5,MDW,OMA
29,438,100,5,16,18,578,5,ORD,SGF
17,455,88,11,7,8,6,6,BIL,DEN
18,436,80,8,21,22,60,4,MSY,DAL
21,331,72,3,22,23,179,4,CLT,DCA
28,391,84,1,13,15,121,6,SLC,DEN
27,1120,185,12,15,17,45,3,RSW,ORD
20,607,137,7,18,19,13,2,SYR,ORD
6,1068,161,5,6,10,86,1,STL,MIA
-5,134,56,4,21,21,581,3,ATL,BHM
32,2565,381,7,19,22,217,5,EWR,SFO
87,868,147,9,6,10,196,2,PHX,DFW
-11,430,97,7,15,17,61,1,CLE,CLT
-10,588,105,3,6,8,90,2,OAK,SLC
35,309,71,1,13,14,9,2,MAF,DFW
15,347,70,3,12,13,196,2,PHX,ELP
31,1440,230,1,7,9,578,4,ORD,PHX
-7,1091,161,9,8,11,214,2,MCO,ORH
19,944,185,12,15,19,180,7,JFK,MCO
19,1464,233,4,9,10,438,2,DFW,SFO
22,488,80,2,19,22,60,3,MSY,TPA
188,1034,156,8,8,11,260,7,IAH,MSP
63,296,60,1,20,21,67,1,SJC,BUR
-7,349,90,9,7,8,164,4,MSP,MDW
3,342,75,5,15,16,67,4,SJC,SNA
-32,3417,469,6,15,18,581,5,ATL,ANC
15,1381,190,11,13,17,120,7,DAL,LGA
19,1222,211,11,9,11,260,6,IAH,LAS
25,2475,327,7,23,7,366,1,LAX,JFK
39,594,107,6,14,17,578,5,ORD,MDT
-36,2565,386,9,17,20,217,2,EWR,SFO
-5,1660,230,4,15,20,182,5,SEA,DFW
17,488,100,12,14,14,124,3,TPA,MSY
-2,308,78,11,5,6,7,3,BRO,IAH
8,373,98,2,6,9,10,4,MLI,DTW
149,628,107,1,15,18,266,7,LAS,DEN
22,1416,244,6,10,13,229,1,LGA,IAH
15,581,106,2,7,8,581,5,ATL,FLL
-20,271,75,11,11,11,581,3,ATL,PNS
-26,2442,370,12,17,20,118,1,DCA,SFO
7,2350,356,1,17,20,118,7,DCA,PDX
28,460,90,3,22,23,120,4,DAL,MCI
-24,867,136,1,6,9,578,3,ORD,BOS
122,594,124,5,19,21,7,1,GSP,EWR
-4,980,146,3,15,18,164,4,MSP,RDU
22,1061,166,8,13,17,438,6,DFW,RDU
-18,862,158,11,14,15,378,4,DEN,LAX
48,944,147,2,20,22,214,3,MCO,JFK
-22,861,164,10,10,12,15,2,14100,13204
-5,748,119,6,11,13,6,5,BIL,MSP
-3,842,130,3,17,20,124,2,TPA,BWI
-6,575,103,8,6,9,3,5,MFR,SLC
15,1014,175,3,14,16,73,3,BNA,DEN
-8,679,126,4,6,8,240,1,SFO,SEA
7,605,103,6,15,17,182,4,SEA,SMF
1,794,120,2,13,16,378,1,DEN,SAT
-8,631,124,1,12,15,118,2,FLL,CLT
27,583,110,6,15,17,5,4,AVL,EWR
-9,214,68,4,10,11,16,3,SAV,ATL
-16,1014,180,12,6,8,73,6,BNA,DEN
-12,67,53,3,14,15,52,6,MKE,ORD
-16,260,77,11,6,7,2,5,RKS,DEN
-2,589,92,4,15,18,378,3,DEN,DSM
-13,632,115,12,8,10,184,3,MDW,RDU
0,1535,244,10,17,19,13,7,13487,12892
23,683,148,3,8,10,12,6,PVD,CLT
4,280,84,10,20,21,15,2,10721,14100
36,429,93,3,19,21,24,4,TUL,IAH
-7,507,97,2,17,19,196,5,PHX,SLC
-23,1204,190,7,7,10,14,7,ALB,FLL
26,937,164,5,20,23,214,7,MCO,EWR
26,297,67,6,15,16,164,3,MSP,MKE
11,852,134,7,6,9,5,1,PSC,DEN
-10,239,60,1,12,13,116,3,HOU,DAL
-6,308,78,2,6,7,366,4,LAX,SJC
-20,1209,175,3,6,10,120,2,DAL,BWI
-8,533,90,9,13,15,378,2,DEN,MCI
25,157,54,7,21,22,181,4,DTW,SBN
-11,1546,210,2,7,13,378,2,DEN,MCO
95,190,65,6,17,18,438,3,DFW,AUS
-23,694,137,12,15,16,581,3,ATL,CID
10,954,160,5,14,17,366,5,LAX,SEA
31,511,113,3,20,21,179,4,CLT,MEM
95,236,71,2,20,21,266,4,LAS,LAX
-4,1598,233,1,7,11,180,7,JFK,SJU
43,2297,285,12,16,23,266,7,LAS,BDL
64,160,50,3,21,22,196,4,PHX,YUM
-10,859,142,7,12,15,581,5,ATL,BDL
53,1246,190,7,20,21,120,2,DAL,LAX
23,1499,225,6,16,22,240,1,SFO,MCI
17,528,96,9,15,15,181,7,DTW,MSP
-12,1521,235,10,6,8,11,1,13232,12889
134,2422,305,2,12,20,182,6,SEA,JFK
-7,2381,349,10,11,14,15,5,10721,12889
30,2586,404,4,19,22,180,4,JFK,SFO
27,733,131,3,18,21,578,1,ORD,LGA
64,533,101,7,13,16,378,5,DEN,MCI
57,738,125,4,15,18,52,3,MKE,LGA
271,1235,189,5,8,13,366,7,LAX,DFW
46,1670,260,12,16,18,120,1,DAL,SEA
-15,1123,214,2,12,14,181,2,DTW,DEN
26,762,168,1,10,13,229,1,LGA,ATL
-6,272,60,9,21,22,86,3,STL,BNA
22,647,119,3,16,18,196,1,PHX,SMF
42,606,137,7,15,16,581,4,ATL,ORD
33,746,153,2,19,21,217,6,EWR,ATL
22,512,85,7,20,22,90,3,OAK,BOI
-50,1576,244,5,12,16,40,7,SJU,PHL
184,670,105,6,21,22,116,1,HOU,BNA
-30,118,64,12,19,19,3,4,MKG,ORD
25,775,135,5,10,11,69,1,AUS,DEN
21,404,85,5,20,21,60,4,SNA,SMF
-5,316,76,4,21,22,260,7,IAH,MFE
15,937,145,12,16,19,116,3,HOU,MDW
12,689,139,1,16,17,581,3,ATL,IAH
307,139,71,1,16,17,10,4,MLI,ORD
93,991,148,11,6,9,67,3,PDX,DEN
70,826,136,6,19,23,378,4,DEN,MSN
-2,600,113,8,10,12,45,2,RSW,CLT
-23,639,124,9,18,19,378,2,DEN,TUS
124,1235,198,5,15,17,185,5,BWI,IAH
85,143,54,1,22,22,581,7,ATL,AGS
-18,853,148,12,7,8,378,4,DEN,SAN
136,872,141,1,17,21,378,5,DEN,MEM
21,563,132,3,19,21,172,4,BOS,CLE
-17,1444,200,9,14,19,196,7,PHX,MDW
9,1310,187,5,15,19,164,7,MSP,MCO
8,308,65,9,15,16,366,2,LAX,SJC
-10,127,52,12,17,18,260,2,IAH,LCH
29,1931,262,7,23,6,121,1,SLC,MCO
7,337,80,10,9,11,8,7,13796,12892
54,382,70,7,20,22,86,4,STL,GRR
42,2586,345,8,13,22,240,7,SFO,JFK
-29,2554,383,3,18,22,214,7,MCO,SEA
-11,2586,329,2,11,20,240,2,SFO,JFK
107,1381,235,7,10,13,229,2,LGA,DAL
13,287,72,3,11,13,578,4,ORD,SDF
-16,1587,212,12,13,18,196,1,PHX,ATL
22,651,115,5,20,22,240,7,SFO,PHX
-3,1452,199,2,11,16,378,5,DEN,IAD
-17,488,114,7,7,9,217,2,EWR,DTW
23,1190,179,7,22,0,77,6,IAD,IAH
25,888,170,4,18,20,229,5,LGA,STL
-9,1452,235,11,15,17,77,4,IAD,DEN
-12,594,121,1,18,20,581,7,ATL,DTW
6,687,115,5,12,14,116,6,HOU,STL
41,793,135,5,6,9,120,6,DAL,MDW
-3,2777,377,1,21,5,68,6,HNL,ANC
-1,489,106,10,16,18,3,5,10257,11433
72,1400,244,3,20,23,217,5,EWR,IAH
2,102,32,8,20,21,13,4,LIH,HNL
16,1023,181,2,18,21,217,4,EWR,PBI
-31,2537,377,10,17,20,15,5,10721,14057
-6,271,65,11,8,10,184,4,MDW,SDF
96,1744,257,7,14,20,366,6,LAX,ORD
-6,1184,175,7,14,17,120,4,DAL,DCA
34,787,128,8,16,19,260,2,IAH,TPA
23,1303,180,3,12,16,438,1,DFW,PHL
28,909,155,6,19,20,378,1,DEN,SMF
2,1438,229,2,10,12,438,1,DFW,SJC
17,814,125,5,19,22,86,5,STL,PHL
161,1436,225,11,7,9,48,1,RDU,DEN
-17,590,115,6,8,10,60,1,PBI,CLT
77,2677,350,4,12,21,68,5,HNL,SEA
-14,576,129,10,6,7,1,1,12389,11292
21,302,70,6,22,23,60,1,MSY,HOU
37,431,121,8,17,19,229,2,LGA,RDU
-13,304,70,7,9,11,120,2,SAN,PHX
-2,363,76,2,12,13,581,3,ATL,CRW
19,2342,288,3,22,6,366,6,LAX,FLL
63,1372,240,2,20,23,217,7,EWR,DFW
-19,198,71,7,15,16,181,7,DTW,APN
41,239,60,5,10,11,116,2,HOU,DAL
-6,1062,154,11,13,16,378,6,DEN,MSY
-21,2125,275,7,0,7,23,1,ANC,SLC
23,1091,162,9,19,22,260,4,IAH,CLE
-1,937,165,5,17,19,184,7,MDW,HOU
-3,139,59,1,16,17,10,6,MLI,ORD
17,1678,215,3,23,5,266,7,LAS,CVG
70,84,32,8,14,15,29,3,OGG,KOA
31,196,67,1,17,19,1,3,MTJ,DEN
-2,356,84,4,22,23,581,3,ATL,RDU
52,1065,177,12,21,0,217,6,EWR,FLL
43,199,60,5,5,6,3,6,BJI,MSP
9,1084,169,6,12,14,181,2,DTW,RSW
-13,134,49,1,12,13,9,6,GRK,DFW
10,449,97,11,13,14,179,1,CLT,PHL
19,980,180,2,17,19,127,5,PHL,MSP
-19,1021,187,11,11,13,61,4,CLE,DFW
-7,342,75,9,17,18,67,6,SJC,SNA
70,1303,211,1,21,22,260,6,IAH,SAN
-13,589,114,7,20,21,581,3,ATL,XNA
-15,872,144,10,15,15,8,4,10423,14107
25,289,70,11,22,23,185,5,BWI,ALB
30,1379,212,7,17,19,260,5,IAH,LAX
16,511,99,3,7,10,29,4,MEM,CLT
40,1020,161,7,10,13,164,7,MSP,LGA
29,404,96,11,19,21,61,3,CLE,EWR
-14,310,85,3,18,20,118,3,DCA,CLE
-25,746,147,4,15,17,217,7,EWR,ATL
-7,391,90,4,6,8,121,2,SLC,DEN
22,1065,187,8,19,22,217,3,EWR,FLL
-24,2434,310,2,6,14,67,6,PDX,EWR
-6,743,132,5,16,19,10,7,DSM,ATL
-3,594,117,2,14,16,581,7,ATL,DTW
23,946,174,6,14,17,172,5,BOS,ATL
120,500,98,7,20,21,581,2,ATL,AEX
41,833,143,8,17,19,33,4,JAX,LGA
35,627,112,9,19,22,378,7,DEN,FAR
-11,936,142,3,19,22,164,2,MSP,BWI
13,680,121,6,14,17,378,4,DEN,MSP
126,581,110,2,20,22,581,4,ATL,FLL
-5,588,114,1,7,9,13,4,LGB,SLC
32,399,92,7,17,19,1,4,OAJ,ATL
1,1055,168,10,9,14,17,5,12889,11298
3,2329,366,6,18,21,118,4,DCA,SEA
2,337,80,12,11,12,240,1,SFO,LAX
-16,1182,190,1,13,17,578,6,ORD,FLL
0,563,108,4,15,16,378,1,DEN,ELP
-10,964,173,12,14,15,124,4,MIA,IAH
-15,74,42,10,19,20,2,4,11049,12266
-3,313,80,10,11,12,26,5,11292,11865
-5,954,159,5,15,18,366,4,LAX,SEA
66,1440,222,8,19,20,578,6,ORD,PHX
-11,508,106,10,16,18,1,5,11823,10397
-18,474,111,11,9,11,172,1,BOS,RIC
15,1721,244,10,10,16,17,5,14747,13930
4,231,70,9,11,13,13,5,LGB,LAS
20,2422,382,6,21,0,180,7,JFK,SEA
4,137,53,9,6,6,15,5,GRR,ORD
-3,563,110,9,19,20,581,6,ATL,SGF
-12,1452,190,1,13,18,378,5,DEN,IAD
191,413,97,9,18,19,34,5,PIT,ORD
15,2520,368,9,18,21,124,3,TPA,SEA
-7,834,145,6,6,9,366,5,LAX,PDX
26,696,134,6,21,22,581,5,ATL,HOU
118,1127,184,8,15,18,118,6,FLL,DTW
-32,436,98,12,17,19,2,3,MSO,SLC
-5,128,55,5,13,14,6,4,FWA,DTW
-19,1069,185,10,8,11,16,7,12478,11697
-15,2052,293,7,7,9,61,1,CLE,LAX
-7,2343,321,8,11,14,118,5,FLL,LAX
7,214,61,12,6,7,118,3,DCA,LGA
-6,297,65,8,17,18,164,1,MSP,MKE
43,611,110,12,19,22,184,5,MDW,BWI
-27,113,57,9,14,15,2,6,SPS,DFW
1,700,129,7,16,18,29,4,MEM,MSP
2,408,89,4,12,13,438,2,DFW,JAN
-8,630,100,11,18,21,67,7,PDX,SLC
-9,370,93,1,11,11,196,3,PHX,LAX
55,733,136,5,16,19,578,2,ORD,LGA
119,526,118,1,16,18,34,1,PIT,ATL
-8,448,100,8,6,7,61,1,CLE,BNA
6,456,94,7,12,13,8,7,LBB,DEN
-20,1448,199,6,8,12,23,5,ANC,SEA
1,406,80,8,7,8,581,5,ATL,TPA
117,837,137,3,18,20,60,5,MSY,ORD
188,438,101,11,20,21,578,7,ORD,SGF
1,2442,305,11,8,16,240,7,SFO,DCA
-25,1452,234,5,12,14,77,4,IAD,DEN
29,794,135,12,19,20,40,1,SAT,DEN
186,391,93,6,17,18,22,5,RNO,LAX
87,888,140,5,20,23,378,7,DEN,ORD
2,1096,205,3,15,18,229,7,LGA,MIA
29,2370,306,6,22,6,120,4,SAN,PHL
28,2039,270,6,23,7,266,2,LAS,MCO
-5,390,75,11,20,21,60,7,SMF,ONT
-13,1773,246,7,12,19,196,5,PHX,CLT
29,2106,325,1,19,22,185,5,BWI,LAS
15,457,88,3,10,11,581,4,ATL,CHO
26,1506,200,4,10,16,196,2,PHX,SDF
13,573,128,1,8,10,11,7,ROC,CLT
4,646,120,7,5,7,196,1,PHX,OAK
25,925,155,8,13,16,185,1,BWI,FLL
49,872,137,2,15,18,86,4,STL,EWR
-1,759,130,10,13,14,10,4,12191,10140
-12,787,134,7,7,10,260,4,IAH,TPA
-27,1325,210,7,19,23,260,6,IAH,PHL
40,594,109,8,18,20,578,2,ORD,MDT
-29,3043,381,7,20,6,23,5,ANC,DFW
-17,2402,306,10,21,5,17,6,14747,11618
46,305,73,12,21,22,260,2,IAH,MSY
12,226,65,9,15,16,60,5,SNA,LAS
-6,920,143,7,9,13,121,1,SLC,MCI
-18,589,107,12,18,21,20,5,XNA,ATL
39,396,81,2,14,16,5,4,LRD,DFW
-27,280,93,5,6,8,172,6,BOS,PHL
175,763,125,8,19,21,67,1,PDX,LAS
17,351,79,10,16,17,21,1,12266,12448
-5,594,128,12,17,19,181,1,DTW,ATL
61,363,79,7,16,18,8,6,CRW,ATL
34,562,107,6,21,22,260,1,IAH,BHM
32,270,74,2,17,18,4,7,BPT,DFW
41,1179,174,1,21,1,214,7,MCO,PSE
-20,2586,390,8,8,11,180,6,JFK,SFO
5,168,66,9,11,12,21,3,CHS,CLT
24,1118,199,1,15,18,2,7,SWF,FLL
8,973,150,11,8,11,120,4,DAL,MCO
34,510,103,6,22,23,578,5,ORD,HSV
56,296,89,1,10,10,36,2,CMH,ORD
-8,649,115,7,17,19,22,4,BOI,DEN
196,1062,154,11,12,16,378,2,DEN,MSY
-29,733,156,1,6,7,229,4,LGA,ORD
-16,522,117,5,14,15,22,3,BOI,SFO
107,372,91,7,16,18,60,3,SNA,SFO
66,199,79,5,20,21,118,1,DCA,EWR
-23,928,160,5,10,12,21,7,CHS,HOU
-9,174,58,10,15,16,40,6,13930,14952
-4,725,142,8,15,17,217,7,EWR,MKE
44,838,150,8,12,14,6,1,MHT,MDW
40,740,153,8,6,8,180,6,JFK,ORD
26,529,113,7,18,20,179,5,CLT,EWR
25,226,75,10,17,19,47,7,10397,11057
3,984,178,3,7,10,52,3,MKE,IAH
-20,108,54,9,10,11,578,2,ORD,MSN
0,1167,211,2,12,14,217,3,EWR,MSY
15,1389,236,7,9,12,229,4,LGA,DFW
7,342,75,10,18,19,4,2,14831,14908
22,546,105,3,15,15,121,3,SLC,GEG
3,187,83,2,14,16,172,3,BOS,JFK
-4,719,130,10,12,13,9,6,11278,15016
271,1728,235,1,14,20,120,2,SAN,MDW
128,431,112,7,16,18,229,2,LGA,RDU
6,1620,261,8,7,10,229,6,LGA,DEN
15,589,115,3,11,12,581,1,ATL,XNA
-8,2565,381,12,12,15,217,5,EWR,SFO
-13,1651,263,12,7,9,578,1,ORD,PSP
-3,342,75,9,6,7,67,5,SJC,SNA
34,197,55,9,17,18,266,4,LAS,ONT
-2,458,98,2,14,16,260,4,IAH,LBB
1,2588,400,1,18,21,172,1,BOS,SAN
-3,944,159,11,19,21,214,3,MCO,JFK
9,2556,339,7,10,13,366,2,LAX,HNL
21,383,90,10,12,14,12,1,11433,12264
38,563,115,3,18,20,229,2,LGA,MYR
-9,2762,345,11,7,15,68,5,HNL,LAS
16,711,120,8,19,22,184,4,MDW,EWR
-12,1199,211,1,16,18,581,5,ATL,DEN
22,1076,172,3,21,0,229,7,LGA,FLL
41,337,75,8,21,23,366,2,LAX,SFO
-11,945,150,4,11,14,45,4,RSW,IND
94,685,126,8,15,17,438,1,DFW,CID
37,273,76,9,19,21,5,4,PWM,JFK
-14,811,134,9,19,21,124,4,TPA,IAD
35,591,125,2,19,20,581,3,ATL,MDW
-13,334,95,12,12,13,578,2,ORD,MSP
70,666,153,7,18,20,127,4,PHL,ATL
23,1845,275,6,19,22,52,3,MKE,SFO
-5,113,50,11,12,13,181,6,DTW,AZO
15,1218,170,3,15,18,116,1,HOU,DCA
-5,328,79,7,12,13,33,5,JAX,CLT
32,1979,265,4,9,16,366,1,LAX,DTW
-20,990,160,11,7,11,184,5,MDW,MCO
20,214,90,5,9,10,118,3,DCA,LGA
-8,236,80,11,9,10,266,5,LAS,LAX
138,853,149,6,20,22,438,3,DFW,MKE
160,294,69,10,16,17,2,4,11953,13303
-25,1464,230,9,9,11,438,7,DFW,SFO
-1,173,57,11,15,16,578,4,ORD,GRB
73,793,145,11,20,23,184,3,MDW,DAL
-15,2454,350,6,13,15,217,2,EWR,LAX
42,1069,174,3,19,22,118,5,FLL,JFK
-23,1440,228,7,9,10,578,7,ORD,PHX
26,436,75,2,17,18,120,7,DAL,MSY
-7,223,65,4,14,15,266,7,LAS,BUR
78,431,92,4,21,23,438,1,DFW,MEM
60,622,130,6,20,21,185,6,BWI,ORD
6,606,115,1,9,12,578,2,ORD,ATL
-1,991,148,9,10,14,67,4,PDX,DEN
277,628,115,1,16,17,378,4,DEN,LAS
8,1372,209,5,18,22,438,5,DFW,EWR
46,272,89,6,14,15,7,2,EVV,ORD
-34,2586,330,12,7,15,240,4,SFO,JFK
244,2422,379,3,18,21,180,4,JFK,SEA
174,2584,385,12,18,21,118,7,FLL,SFO
-4,628,110,6,12,13,378,6,DEN,LAS
46,2052,269,6,23,6,366,4,LAX,CLE
-4,404,93,9,17,19,581,2,ATL,MCO
87,636,124,7,16,18,21,5,CHS,JFK
-12,369,85,12,7,9,32,2,BUR,PHX
15,1290,223,1,16,18,34,2,PIT,DEN
-1,89,56,11,10,11,4,7,ACT,DFW
49,361,90,7,17,19,185,1,BWI,CLT
7,302,76,12,6,9,7,7,MOB,ATL
-13,697,125,12,6,8,67,7,SJC,SEA
149,1024,173,6,19,20,378,1,DEN,SEA
